lic_ticker,lic_name,calendar_year,month,year,month_year,eom_date,sp_gf,sp_mi,share_price,pre_tax_nta,post_tax_nta,sp_vs_pre_tax_nta,sp_vs_post_tax_nta,lic_id
WHF,Whitefield Industrials Limited,2021,April,2022,Apr-21,30-Apr-21,$5.73,$5.73,$5.73,$5.40,$4.86,6.10%,17.90%,
WHF,Whitefield Industrials Limited,2021,May,2022,May-21,31-May-21,$5.78,$5.78,$5.78,$5.45,$4.88,6.10%,18.40%,
WHF,Whitefield Industrials Limited,2021,June,2022,Jun-21,30-Jun-21,$6.20,$6.20,$6.20,$5.60,$4.99,10.70%,24.20%,
WHF,Whitefield Industrials Limited,2021,July,2022,Jul-21,30-Jul-21,$5.56,$5.56,$5.56,$5.57,$5.02,-0.20%,10.80%,
WHF,Whitefield Industrials Limited,2021,August,2022,Aug-21,31-Aug-21,$5.56,$5.56,$5.56,$5.86,$5.25,-5.10%,5.90%,
WHF,Whitefield Industrials Limited,2021,September,2022,Sep-21,30-Sep-21,$5.67,$5.67,$5.67,$5.80,$5.21,-2.20%,8.80%,
WHF,Whitefield Industrials Limited,2021,October,2022,Oct-21,29-Oct-21,$5.79,$5.79,$5.79,$5.79,$5.21,0.00%,11.10%,
WHF,Whitefield Industrials Limited,2021,November,2022,Nov-21,30-Nov-21,$5.57,$5.57,$5.57,$5.60,$5.05,-0.50%,10.30%,
WHF,Whitefield Industrials Limited,2021,December,2022,Dec-21,31-Dec-21,$5.66,$5.66,$5.66,$5.72,$5.14,-1.00%,10.10%,
WHF,Whitefield Industrials Limited,2022,January,2022,Jan-22,31-Jan-22,$5.52,$5.52,$5.52,$5.20,$4.77,6.20%,15.70%,
WHF,Whitefield Industrials Limited,2022,February,2022,Feb-22,28-Feb-22,$5.55,$5.55,$5.55,$5.24,$4.81,5.90%,15.40%,
WHF,Whitefield Industrials Limited,2022,March,2022,Mar-22,31-Mar-22,$5.50,$5.50,$5.50,$5.56,$5.03,-1.10%,9.30%,
WHF,Whitefield Industrials Limited,2022,April,2023,Apr-22,29-Apr-22,$5.55,$5.55,$5.55,$5.58,$5.04,-0.50%,10.10%,
WHF,Whitefield Industrials Limited,2022,May,2023,May-22,31-May-22,$5.41,$5.41,$5.41,$5.26,$4.80,2.90%,12.70%,
WHF,Whitefield Industrials Limited,2022,June,2023,Jun-22,30-Jun-22,$5.01,$5.01,$5.01,$4.83,$4.50,3.70%,11.30%,
WHF,Whitefield Industrials Limited,2022,July,2023,Jul-22,29-Jul-22,$5.26,$5.26,$5.26,$5.23,$4.77,0.60%,10.30%,
WHF,Whitefield Industrials Limited,2022,August,2023,Aug-22,31-Aug-22,$5.25,$5.25,$5.25,$5.20,$4.77,1.00%,10.10%,
WHF,Whitefield Industrials Limited,2022,September,2023,Sep-22,30-Sep-22,$5.21,$5.21,$5.21,$4.79,$4.49,8.80%,16.00%,
WHF,Whitefield Industrials Limited,2022,October,2023,Oct-22,31-Oct-22,$5.18,$5.18,$5.18,$5.17,$4.75,0.20%,9.10%,
WHF,Whitefield Industrials Limited,2022,November,2023,Nov-22,30-Nov-22,$5.12,$5.12,$5.12,$5.26,$4.79,-2.70%,6.90%,
WHF,Whitefield Industrials Limited,2022,December,2023,Dec-22,30-Dec-22,$5.04,$5.04,$5.04,$5.04,$4.66,0.00%,8.20%,
WHF,Whitefield Industrials Limited,2023,January,2023,Jan-23,31-Jan-23,$5.09,$5.09,$5.09,$5.33,$4.86,-4.50%,4.70%,
WHF,Whitefield Industrials Limited,2023,February,2023,Feb-23,28-Feb-23,$5.03,$5.03,$5.03,$5.27,$4.83,-4.60%,4.10%,
WHF,Whitefield Industrials Limited,2023,March,2023,Mar-23,31-Mar-23,$5.12,$5.12,$5.12,$5.13,$4.74,-0.20%,8.00%,
WHF,Whitefield Industrials Limited,2023,April,2024,Apr-23,28-Apr-23,$5.13,$5.13,$5.13,$5.30,$4.87,-3.20%,5.30%,
WHF,Whitefield Industrials Limited,2023,May,2024,May-23,31-May-23,$5.10,$5.10,$5.10,$5.09,$4.69,0.20%,8.70%,
WHF,Whitefield Industrials Limited,2023,June,2024,Jun-23,30-Jun-23,$5.15,$5.15,$5.15,$5.12,$4.72,0.60%,9.10%,
WHF,Whitefield Industrials Limited,2023,July,2024,Jul-23,31-Jul-23,$5.08,$5.08,$5.08,$5.27,$4.83,-3.60%,5.20%,
WHF,Whitefield Industrials Limited,2023,August,2024,Aug-23,31-Aug-23,$5.11,$5.11,$5.11,$5.25,$4.82,-2.70%,6.00%,
HM1,Hearts and Minds Investments Limited,2018,November,2019,Nov-18,30-Nov-18,$2.50,$2.58,$2.58,$2.53,$2.52,2.00%,2.30%,
HM1,Hearts and Minds Investments Limited,2018,December,2019,Dec-18,31-Dec-18,$2.41,$2.48,$2.48,$2.41,$2.44,2.90%,1.70%,
HM1,Hearts and Minds Investments Limited,2019,January,2019,Jan-19,31-Jan-19,$2.61,$2.69,$2.69,$2.64,$2.60,1.90%,3.50%,
HM1,Hearts and Minds Investments Limited,2019,February,2019,Feb-19,28-Feb-19,$2.69,$2.77,$2.77,$2.85,$2.74,-2.80%,1.10%,
HM1,Hearts and Minds Investments Limited,2019,March,2019,Mar-19,29-Mar-19,$2.78,$2.86,$2.86,$2.80,$2.71,2.10%,5.50%,
HM1,Hearts and Minds Investments Limited,2019,April,2019,Apr-19,30-Apr-19,$2.75,$2.83,$2.83,$2.92,$2.79,-3.10%,1.40%,
HM1,Hearts and Minds Investments Limited,2019,May,2019,May-19,31-May-19,$2.84,$2.93,$2.93,$2.86,$2.75,2.40%,6.50%,
HM1,Hearts and Minds Investments Limited,2019,June,2019,Jun-19,28-Jun-19,$2.86,$2.95,$2.95,$3.00,$2.85,-1.70%,3.50%,
HM1,Hearts and Minds Investments Limited,2019,July,2020,Jul-19,31-Jul-19,$3.06,$3.15,$3.15,$3.13,$2.95,0.60%,6.80%,
HM1,Hearts and Minds Investments Limited,2019,August,2020,Aug-19,30-Aug-19,$2.88,$2.97,$2.97,$3.01,$2.87,-1.30%,3.50%,
HM1,Hearts and Minds Investments Limited,2019,September,2020,Sep-19,30-Sep-19,$2.91,$3.00,$3.00,$3.00,$2.86,0.00%,4.90%,
HM1,Hearts and Minds Investments Limited,2019,October,2020,Oct-19,31-Oct-19,$3.04,$3.13,$3.13,$3.03,$2.88,3.30%,8.70%,
HM1,Hearts and Minds Investments Limited,2019,November,2020,Nov-19,29-Nov-19,$3.30,$3.30,$3.30,$3.24,$3.02,1.90%,9.30%,
HM1,Hearts and Minds Investments Limited,2019,December,2020,Dec-19,31-Dec-19,$3.27,$3.27,$3.27,$3.18,$2.98,2.80%,9.70%,
HM1,Hearts and Minds Investments Limited,2020,January,2020,Jan-20,31-Jan-20,$3.30,$3.30,$3.30,$3.36,$3.10,-1.80%,6.50%,
HM1,Hearts and Minds Investments Limited,2020,February,2020,Feb-20,28-Feb-20,$2.95,$2.95,$2.95,$3.32,$3.08,-11.10%,-4.20%,
HM1,Hearts and Minds Investments Limited,2020,March,2020,Mar-20,31-Mar-20,$2.40,$2.40,$2.40,$2.85,$2.75,-15.80%,-12.70%,
HM1,Hearts and Minds Investments Limited,2020,April,2020,Apr-20,30-Apr-20,$2.92,$2.92,$2.92,$3.26,$3.04,-10.40%,-3.90%,
HM1,Hearts and Minds Investments Limited,2020,May,2020,May-20,29-May-20,$2.98,$2.98,$2.98,$3.47,$3.19,-14.10%,-6.60%,
HM1,Hearts and Minds Investments Limited,2020,June,2020,Jun-20,30-Jun-20,$3.11,$3.11,$3.11,$3.67,$3.33,-15.30%,-6.60%,
HM1,Hearts and Minds Investments Limited,2020,July,2021,Jul-20,30-Jul-20,$3.19,$3.19,$3.19,$3.83,$3.44,-16.70%,-7.30%,
HM1,Hearts and Minds Investments Limited,2020,August,2021,Aug-20,31-Aug-20,$3.62,$3.62,$3.62,$4.11,$3.63,-11.90%,-0.30%,
HM1,Hearts and Minds Investments Limited,2020,September,2021,Sep-20,30-Sep-20,$3.63,$3.63,$3.63,$4.01,$3.63,-9.50%,0.00%,
HM1,Hearts and Minds Investments Limited,2020,October,2021,Oct-20,30-Oct-20,$3.95,$3.95,$3.95,$4.03,$3.67,-2.00%,7.60%,
HM1,Hearts and Minds Investments Limited,2020,November,2021,Nov-20,30-Nov-20,$4.50,$4.50,$4.50,$4.14,$3.74,8.70%,20.30%,
HM1,Hearts and Minds Investments Limited,2020,December,2021,Dec-20,31-Dec-20,$4.44,$4.44,$4.44,$4.13,$3.74,7.50%,18.70%,
HM1,Hearts and Minds Investments Limited,2021,January,2021,Jan-21,29-Jan-21,$4.39,$4.39,$4.39,$4.28,$3.84,2.60%,14.30%,
HM1,Hearts and Minds Investments Limited,2021,February,2021,Feb-21,26-Feb-21,$4.80,$4.80,$4.80,$4.30,$3.88,11.60%,23.70%,
HM1,Hearts and Minds Investments Limited,2021,March,2021,Mar-21,31-Mar-21,$4.42,$4.42,$4.42,$4.09,$3.76,8.10%,17.60%,
HM1,Hearts and Minds Investments Limited,2021,April,2021,Apr-21,30-Apr-21,$4.11,$4.11,$4.11,$4.11,$3.74,0.00%,9.90%,
HM1,Hearts and Minds Investments Limited,2021,May,2021,May-21,31-May-21,$4.02,$4.02,$4.02,$4.04,$3.71,-0.50%,8.40%,
HM1,Hearts and Minds Investments Limited,2021,June,2021,Jun-21,30-Jun-21,$4.32,$4.32,$4.32,$4.33,$3.92,-0.20%,10.20%,
HM1,Hearts and Minds Investments Limited,2021,July,2022,Jul-21,30-Jul-21,$4.60,$4.60,$4.60,$4.27,$3.90,7.70%,17.90%,
HM1,Hearts and Minds Investments Limited,2021,August,2022,Aug-21,31-Aug-21,$4.35,$4.35,$4.35,$4.41,$4.00,-1.40%,8.70%,
HM1,Hearts and Minds Investments Limited,2021,September,2022,Sep-21,30-Sep-21,$4.38,$4.38,$4.38,$4.24,$3.88,3.30%,12.90%,
HM1,Hearts and Minds Investments Limited,2021,October,2022,Oct-21,29-Oct-21,$4.24,$4.24,$4.24,$4.24,$3.90,0.00%,8.70%,
HM1,Hearts and Minds Investments Limited,2021,November,2022,Nov-21,30-Nov-21,$4.27,$4.27,$4.27,$4.14,$3.38,3.10%,26.30%,
HM1,Hearts and Minds Investments Limited,2021,December,2022,Dec-21,31-Dec-21,$3.97,$3.97,$3.97,$4.11,$3.81,-3.40%,4.20%,
HM1,Hearts and Minds Investments Limited,2022,January,2022,Jan-22,31-Jan-22,$3.25,$3.25,$3.25,$3.54,$3.51,-8.20%,-7.40%,
HM1,Hearts and Minds Investments Limited,2022,February,2022,Feb-22,28-Feb-22,$2.97,$2.97,$2.97,$3.33,$3.35,-10.80%,-11.30%,
HM1,Hearts and Minds Investments Limited,2022,March,2022,Mar-22,31-Mar-22,$2.91,$2.91,$2.91,$3.15,$3.19,-7.60%,-8.80%,
HM1,Hearts and Minds Investments Limited,2022,April,2022,Apr-22,29-Apr-22,$2.49,$2.49,$2.49,$2.82,$2.99,-11.70%,-16.70%,
HM1,Hearts and Minds Investments Limited,2022,May,2022,May-22,31-May-22,$2.25,$2.25,$2.25,$2.78,$2.95,-19.10%,-23.70%,
HM1,Hearts and Minds Investments Limited,2022,June,2022,Jun-22,30-Jun-22,$2.02,$2.02,$2.02,$2.58,$2.81,-21.70%,-28.10%,
HM1,Hearts and Minds Investments Limited,2022,July,2023,Jul-22,29-Jul-22,$2.38,$2.38,$2.38,$2.82,$2.98,-15.60%,-20.10%,
HM1,Hearts and Minds Investments Limited,2022,August,2023,Aug-22,31-Aug-22,$2.37,$2.37,$2.37,$2.79,$2.96,-15.10%,-19.90%,
HM1,Hearts and Minds Investments Limited,2022,September,2023,Sep-22,30-Sep-22,$2.30,$2.30,$2.30,$2.75,$2.93,-16.40%,-21.50%,
HM1,Hearts and Minds Investments Limited,2022,October,2023,Oct-22,31-Oct-22,$2.37,$2.37,$2.37,$2.77,$2.95,-14.40%,-19.70%,
HM1,Hearts and Minds Investments Limited,2022,November,2023,Nov-22,30-Nov-22,$2.48,$2.48,$2.48,$2.86,$3.01,-13.30%,-17.60%,
HM1,Hearts and Minds Investments Limited,2022,December,2023,Dec-22,30-Dec-22,$2.28,$2.28,$2.28,$2.77,$2.95,-17.70%,-22.70%,
HM1,Hearts and Minds Investments Limited,2023,January,2023,Jan-23,31-Jan-23,$2.49,$2.49,$2.49,$2.95,$3.07,-15.60%,-18.90%,
HM1,Hearts and Minds Investments Limited,2023,February,2023,Feb-23,28-Feb-23,$2.59,$2.59,$2.59,$2.92,$3.05,-11.30%,-15.10%,
HM1,Hearts and Minds Investments Limited,2023,March,2023,Mar-23,31-Mar-23,$2.41,$2.41,$2.41,$2.91,$2.96,-17.20%,-18.60%,
HM1,Hearts and Minds Investments Limited,2023,April,2023,Apr-23,28-Apr-23,$2.37,$2.37,$2.37,$2.90,$2.96,-18.30%,-19.90%,
HM1,Hearts and Minds Investments Limited,2023,May,2023,May-23,31-May-23,$2.23,$2.23,$2.23,$2.86,$2.94,-22.00%,-24.10%,
HM1,Hearts and Minds Investments Limited,2023,June,2023,Jun-23,30-Jun-23,$2.26,$2.26,$2.26,$2.90,$2.95,-22.10%,-23.40%,
HM1,Hearts and Minds Investments Limited,2023,July,2024,Jul-23,31-Jul-23,$2.38,$2.38,$2.38,$2.98,$3.01,-20.10%,-20.90%,
HM1,Hearts and Minds Investments Limited,2023,August,2024,Aug-23,31-Aug-23,$2.42,$2.42,$2.42,$2.95,$2.99,-18.00%,-19.10%,
MIR,Mirrabooka Investments Limited,2014,January,2014,Jan-14,31-Jan-14,$2.59,$2.59,$2.59,$2.25,$2.02,15.10%,28.20%,
MIR,Mirrabooka Investments Limited,2014,February,2014,Feb-14,28-Feb-14,$2.68,$2.68,$2.68,$2.36,$2.10,13.60%,27.60%,
MIR,Mirrabooka Investments Limited,2014,March,2014,Mar-14,31-Mar-14,$2.79,$2.79,$2.79,$2.38,$2.13,17.20%,31.00%,
MIR,Mirrabooka Investments Limited,2014,April,2014,Apr-14,30-Apr-14,$2.53,$2.53,$2.53,$2.36,$2.12,7.20%,19.30%,
MIR,Mirrabooka Investments Limited,2014,May,2014,May-14,30-May-14,$2.64,$2.64,$2.64,$2.42,$2.17,9.10%,21.70%,
MIR,Mirrabooka Investments Limited,2014,June,2014,Jun-14,30-Jun-14,$2.68,$2.68,$2.68,$2.41,$2.16,11.20%,24.10%,
MIR,Mirrabooka Investments Limited,2014,July,2015,Jul-14,31-Jul-14,$2.73,$2.73,$2.73,$2.28,$2.03,19.70%,34.50%,
MIR,Mirrabooka Investments Limited,2014,August,2015,Aug-14,29-Aug-14,$2.74,$2.74,$2.74,$2.32,$2.07,18.10%,32.40%,
MIR,Mirrabooka Investments Limited,2014,September,2015,Sep-14,30-Sep-14,$2.54,$2.54,$2.54,$2.20,$2.00,15.50%,27.00%,
MIR,Mirrabooka Investments Limited,2014,October,2015,Oct-14,31-Oct-14,$2.61,$2.61,$2.61,$2.23,$2.02,17.00%,29.20%,
MIR,Mirrabooka Investments Limited,2014,November,2015,Nov-14,28-Nov-14,$2.65,$2.65,$2.65,$2.18,$1.99,21.60%,33.20%,
MIR,Mirrabooka Investments Limited,2014,December,2015,Dec-14,31-Dec-14,$2.55,$2.55,$2.55,$2.22,$2.02,14.90%,26.20%,
MIR,Mirrabooka Investments Limited,2015,January,2015,Jan-15,30-Jan-15,$2.50,$2.50,$2.50,$2.22,$2.01,12.60%,24.40%,
MIR,Mirrabooka Investments Limited,2015,February,2015,Feb-15,27-Feb-15,$2.53,$2.53,$2.53,$2.37,$2.12,6.80%,19.30%,
MIR,Mirrabooka Investments Limited,2015,March,2015,Mar-15,31-Mar-15,$2.54,$2.54,$2.54,$2.37,$2.13,7.20%,19.20%,
MIR,Mirrabooka Investments Limited,2015,April,2015,Apr-15,30-Apr-15,$2.53,$2.53,$2.53,$2.37,$2.13,6.80%,18.80%,
MIR,Mirrabooka Investments Limited,2015,May,2015,May-15,29-May-15,$2.58,$2.58,$2.58,$2.44,$2.18,5.70%,18.30%,
MIR,Mirrabooka Investments Limited,2015,June,2015,Jun-15,30-Jun-15,$2.60,$2.60,$2.60,$2.29,$2.08,13.50%,25.00%,
MIR,Mirrabooka Investments Limited,2015,July,2016,Jul-15,31-Jul-15,$2.64,$2.64,$2.64,$2.25,$2.01,17.30%,31.30%,
MIR,Mirrabooka Investments Limited,2015,August,2016,Aug-15,31-Aug-15,$2.49,$2.49,$2.49,$2.18,$1.97,14.20%,26.40%,
MIR,Mirrabooka Investments Limited,2015,September,2016,Sep-15,30-Sep-15,$2.47,$2.47,$2.47,$2.22,$2.00,11.30%,23.50%,
MIR,Mirrabooka Investments Limited,2015,October,2016,Oct-15,30-Oct-15,$2.45,$2.45,$2.45,$2.31,$2.07,6.10%,18.40%,
MIR,Mirrabooka Investments Limited,2015,November,2016,Nov-15,30-Nov-15,$2.46,$2.46,$2.46,$2.36,$2.13,4.20%,15.50%,
MIR,Mirrabooka Investments Limited,2015,December,2016,Dec-15,31-Dec-15,$2.58,$2.58,$2.58,$2.43,$2.18,6.20%,18.30%,
MIR,Mirrabooka Investments Limited,2016,January,2016,Jan-16,29-Jan-16,$2.53,$2.53,$2.53,$2.28,$2.07,11.00%,22.20%,
MIR,Mirrabooka Investments Limited,2016,February,2016,Feb-16,29-Feb-16,$2.61,$2.61,$2.61,$2.23,$2.04,17.00%,27.90%,
MIR,Mirrabooka Investments Limited,2016,March,2016,Mar-16,31-Mar-16,$2.61,$2.61,$2.61,$2.31,$2.11,13.00%,23.70%,
MIR,Mirrabooka Investments Limited,2016,April,2016,Apr-16,29-Apr-16,$2.66,$2.66,$2.66,$2.37,$2.15,12.20%,23.70%,
MIR,Mirrabooka Investments Limited,2016,May,2016,May-16,31-May-16,$2.77,$2.77,$2.77,$2.45,$2.20,13.10%,25.90%,
MIR,Mirrabooka Investments Limited,2016,June,2016,Jun-16,30-Jun-16,$2.76,$2.76,$2.76,$2.38,$2.15,16.00%,28.40%,
MIR,Mirrabooka Investments Limited,2016,July,2017,Jul-16,29-Jul-16,$2.87,$2.87,$2.87,$2.38,$2.12,20.60%,35.40%,
MIR,Mirrabooka Investments Limited,2016,August,2017,Aug-16,31-Aug-16,$2.76,$2.76,$2.76,$2.42,$2.16,14.00%,27.80%,
MIR,Mirrabooka Investments Limited,2016,September,2017,Sep-16,30-Sep-16,$2.95,$2.95,$2.95,$2.43,$2.17,21.40%,35.90%,
MIR,Mirrabooka Investments Limited,2016,October,2017,Oct-16,31-Oct-16,$2.95,$2.95,$2.95,$2.34,$2.11,26.10%,39.80%,
MIR,Mirrabooka Investments Limited,2016,November,2017,Nov-16,30-Nov-16,$2.88,$2.88,$2.88,$2.32,$2.10,24.10%,37.10%,
MIR,Mirrabooka Investments Limited,2016,December,2017,Dec-16,30-Dec-16,$2.97,$2.97,$2.97,$2.36,$2.14,25.80%,38.80%,
MIR,Mirrabooka Investments Limited,2017,January,2017,Jan-17,31-Jan-17,$2.79,$2.79,$2.79,$2.30,$2.08,21.30%,34.10%,
MIR,Mirrabooka Investments Limited,2017,February,2017,Feb-17,28-Feb-17,$2.85,$2.85,$2.85,$2.27,$2.07,25.60%,37.70%,
MIR,Mirrabooka Investments Limited,2017,March,2017,Mar-17,31-Mar-17,$2.70,$2.70,$2.70,$2.34,$2.12,15.40%,27.40%,
MIR,Mirrabooka Investments Limited,2017,April,2017,Apr-17,28-Apr-17,$2.57,$2.57,$2.57,$2.35,$2.13,9.40%,20.70%,
MIR,Mirrabooka Investments Limited,2017,May,2017,May-17,31-May-17,$2.70,$2.70,$2.70,$2.35,$2.13,14.90%,26.80%,
MIR,Mirrabooka Investments Limited,2017,June,2017,Jun-17,30-Jun-17,$2.70,$2.70,$2.70,$2.39,$2.18,13.00%,23.90%,
MIR,Mirrabooka Investments Limited,2017,July,2018,Jul-17,31-Jul-17,$2.65,$2.65,$2.65,$2.27,$2.07,16.70%,28.00%,
MIR,Mirrabooka Investments Limited,2017,August,2018,Aug-17,31-Aug-17,$2.78,$2.78,$2.78,$2.27,$2.07,22.50%,34.30%,
MIR,Mirrabooka Investments Limited,2017,September,2018,Sep-17,29-Sep-17,$2.57,$2.57,$2.57,$2.30,$2.09,11.70%,23.00%,
MIR,Mirrabooka Investments Limited,2017,October,2018,Oct-17,31-Oct-17,$2.59,$2.59,$2.59,$2.37,$2.12,9.30%,22.20%,
MIR,Mirrabooka Investments Limited,2017,November,2018,Nov-17,30-Nov-17,$2.61,$2.61,$2.61,$2.42,$2.16,7.90%,20.80%,
MIR,Mirrabooka Investments Limited,2017,December,2018,Dec-17,29-Dec-17,$2.65,$2.65,$2.65,$2.49,$2.21,6.40%,19.90%,
MIR,Mirrabooka Investments Limited,2018,January,2018,Jan-18,31-Jan-18,$2.77,$2.77,$2.77,$2.44,$2.16,13.50%,28.20%,
MIR,Mirrabooka Investments Limited,2018,February,2018,Feb-18,28-Feb-18,$2.67,$2.67,$2.67,$2.45,$2.17,9.00%,23.00%,
MIR,Mirrabooka Investments Limited,2018,March,2018,Mar-18,29-Mar-18,$2.57,$2.57,$2.57,$2.42,$2.16,6.20%,19.00%,
MIR,Mirrabooka Investments Limited,2018,April,2018,Apr-18,30-Apr-18,$2.59,$2.59,$2.59,$2.47,$2.19,4.90%,18.30%,
MIR,Mirrabooka Investments Limited,2018,May,2018,May-18,31-May-18,$2.64,$2.64,$2.64,$2.52,$2.24,4.80%,17.90%,
MIR,Mirrabooka Investments Limited,2018,June,2018,Jun-18,29-Jun-18,$2.69,$2.69,$2.69,$2.59,$2.29,3.90%,17.50%,
MIR,Mirrabooka Investments Limited,2018,July,2019,Jul-18,31-Jul-18,$2.66,$2.66,$2.66,$2.49,$2.20,6.80%,20.90%,
MIR,Mirrabooka Investments Limited,2018,August,2019,Aug-18,31-Aug-18,$2.67,$2.67,$2.67,$2.60,$2.29,2.70%,16.60%,
MIR,Mirrabooka Investments Limited,2018,September,2019,Sep-18,28-Sep-18,$2.66,$2.66,$2.66,$2.56,$2.27,3.90%,17.20%,
MIR,Mirrabooka Investments Limited,2018,October,2019,Oct-18,31-Oct-18,$2.65,$2.65,$2.65,$2.36,$2.13,12.30%,24.40%,
MIR,Mirrabooka Investments Limited,2018,November,2019,Nov-18,30-Nov-18,$2.56,$2.56,$2.56,$2.32,$2.11,10.30%,21.30%,
MIR,Mirrabooka Investments Limited,2018,December,2019,Dec-18,31-Dec-18,$2.52,$2.52,$2.52,$2.21,$2.04,14.00%,23.50%,
MIR,Mirrabooka Investments Limited,2019,January,2019,Jan-19,31-Jan-19,$2.58,$2.58,$2.58,$2.13,$1.94,21.10%,33.00%,
MIR,Mirrabooka Investments Limited,2019,February,2019,Feb-19,28-Feb-19,$2.54,$2.54,$2.54,$2.27,$2.05,11.90%,23.90%,
MIR,Mirrabooka Investments Limited,2019,March,2019,Mar-19,29-Mar-19,$2.44,$2.44,$2.44,$2.29,$2.07,6.60%,17.90%,
MIR,Mirrabooka Investments Limited,2019,April,2019,Apr-19,30-Apr-19,$2.38,$2.38,$2.38,$2.38,$2.14,0.00%,11.20%,
MIR,Mirrabooka Investments Limited,2019,May,2019,May-19,31-May-19,$2.41,$2.41,$2.41,$2.37,$2.13,1.70%,13.10%,
MIR,Mirrabooka Investments Limited,2019,June,2019,Jun-19,28-Jun-19,$2.43,$2.43,$2.43,$2.40,$2.15,1.30%,13.00%,
MIR,Mirrabooka Investments Limited,2019,July,2020,Jul-19,31-Jul-19,$2.52,$2.52,$2.52,$2.42,$2.15,4.10%,17.20%,
MIR,Mirrabooka Investments Limited,2019,August,2020,Aug-19,30-Aug-19,$2.40,$2.40,$2.40,$2.37,$2.13,1.30%,12.70%,
MIR,Mirrabooka Investments Limited,2019,September,2020,Sep-19,30-Sep-19,$2.50,$2.50,$2.50,$2.43,$2.18,2.90%,14.70%,
MIR,Mirrabooka Investments Limited,2019,October,2020,Oct-19,31-Oct-19,$2.63,$2.63,$2.63,$2.47,$2.20,6.50%,19.50%,
MIR,Mirrabooka Investments Limited,2019,November,2020,Nov-19,29-Nov-19,$2.63,$2.63,$2.63,$2.56,$2.27,2.70%,15.90%,
MIR,Mirrabooka Investments Limited,2019,December,2020,Dec-19,31-Dec-19,$2.70,$2.70,$2.70,$2.54,$2.27,6.30%,18.90%,
MIR,Mirrabooka Investments Limited,2020,January,2020,Jan-20,31-Jan-20,$2.64,$2.64,$2.64,$2.58,$2.29,2.30%,15.30%,
MIR,Mirrabooka Investments Limited,2020,February,2020,Feb-20,28-Feb-20,$2.32,$2.32,$2.32,$2.38,$2.14,-2.50%,8.40%,
MIR,Mirrabooka Investments Limited,2020,March,2020,Mar-20,31-Mar-20,$1.90,$1.90,$1.90,$1.89,$1.80,0.50%,5.60%,
MIR,Mirrabooka Investments Limited,2020,April,2020,Apr-20,30-Apr-20,$2.08,$2.08,$2.08,$2.12,$1.95,-1.90%,6.70%,
MIR,Mirrabooka Investments Limited,2020,May,2020,May-20,29-May-20,$2.28,$2.28,$2.28,$2.34,$2.10,-2.60%,8.60%,
MIR,Mirrabooka Investments Limited,2020,June,2020,Jun-20,30-Jun-20,$2.33,$2.33,$2.33,$2.42,$2.16,-3.70%,7.90%,
MIR,Mirrabooka Investments Limited,2020,July,2021,Jul-20,30-Jul-20,$2.49,$2.49,$2.49,$2.52,$2.21,-1.20%,12.70%,
MIR,Mirrabooka Investments Limited,2020,August,2021,Aug-20,31-Aug-20,$2.61,$2.61,$2.61,$2.72,$2.37,-4.00%,10.10%,
MIR,Mirrabooka Investments Limited,2020,September,2021,Sep-20,30-Sep-20,$2.70,$2.70,$2.70,$2.73,$2.38,-1.10%,13.40%,
MIR,Mirrabooka Investments Limited,2020,October,2021,Oct-20,30-Oct-20,$2.89,$2.89,$2.89,$2.85,$2.46,1.40%,17.50%,
MIR,Mirrabooka Investments Limited,2020,November,2021,Nov-20,30-Nov-20,$3.11,$3.11,$3.11,$3.00,$2.57,3.70%,21.00%,
MIR,Mirrabooka Investments Limited,2020,December,2021,Dec-20,31-Dec-20,$3.25,$3.25,$3.25,$3.11,$2.65,4.50%,22.60%,
MIR,Mirrabooka Investments Limited,2021,January,2021,Jan-21,29-Jan-21,$3.24,$3.24,$3.24,$3.10,$2.63,4.50%,23.20%,
MIR,Mirrabooka Investments Limited,2021,February,2021,Feb-21,26-Feb-21,$3.30,$3.30,$3.30,$3.04,$2.63,8.60%,25.50%,
MIR,Mirrabooka Investments Limited,2021,March,2021,Mar-21,31-Mar-21,$3.34,$3.34,$3.34,$3.07,$2.66,8.80%,25.60%,
MIR,Mirrabooka Investments Limited,2021,April,2021,Apr-21,30-Apr-21,$3.31,$3.31,$3.31,$3.28,$2.81,0.90%,17.80%,
MIR,Mirrabooka Investments Limited,2021,May,2021,May-21,31-May-21,$3.38,$3.38,$3.38,$3.29,$2.82,2.70%,19.90%,
MIR,Mirrabooka Investments Limited,2021,June,2021,Jun-21,30-Jun-21,$3.57,$3.57,$3.57,$3.47,$2.96,2.90%,20.60%,
MIR,Mirrabooka Investments Limited,2021,July,2022,Jul-21,30-Jul-21,$3.82,$3.82,$3.82,$3.47,$2.94,10.10%,29.90%,
MIR,Mirrabooka Investments Limited,2021,August,2022,Aug-21,31-Aug-21,$3.92,$3.92,$3.92,$3.77,$3.25,4.00%,20.60%,
MIR,Mirrabooka Investments Limited,2021,September,2022,Sep-21,30-Sep-21,$3.90,$3.90,$3.90,$3.66,$3.10,6.60%,25.80%,
MIR,Mirrabooka Investments Limited,2021,October,2022,Oct-21,29-Oct-21,$3.98,$3.98,$3.98,$3.63,$3.09,9.60%,28.80%,
MIR,Mirrabooka Investments Limited,2021,November,2022,Nov-21,30-Nov-21,$4.01,$4.01,$4.01,$3.65,$3.11,9.90%,28.90%,
