lic_ticker,lic_name,month_year,year,share_price,pre_tax_nta,post_tax_nta,sp_vs_pre_tax_nta,sp_vs_post_tax_nta,lic_id
WAM,WAM Capital Limited,Oct-19,2020,2.2,1.95,1.88,12.82,17.02,
WAM,WAM Capital Limited,Nov-19,2020,2.23,1.89,1.9,17.99,17.37,
WAM,WAM Capital Limited,Dec-19,2020,2.25,1.87,1.89,20.32,19.05,
WAM,WAM Capital Limited,Jan-20,2020,2.26,1.93,1.94,17.1,16.49,
WAM,WAM Capital Limited,Feb-20,2020,2.1,1.77,1.83,18.64,14.75,
WAM,WAM Capital Limited,Mar-20,2020,1.75,1.42,1.58,23.24,10.76,
WAM,WAM Capital Limited,Apr-20,2020,1.93,1.47,1.6,31.29,20.63,
WAM,WAM Capital Limited,May-20,2020,1.93,1.57,1.67,22.93,15.57,
WAM,WAM Capital Limited,Jun-20,2020,1.82,1.59,1.68,14.47,8.33,
WAM,WAM Capital Limited,Jul-20,2021,1.92,1.61,1.7,19.25,12.94,
WAM,WAM Capital Limited,Aug-20,2021,2.14,1.74,1.79,22.99,19.55,
WAM,WAM Capital Limited,Sep-20,2021,2.23,1.68,1.79,32.74,24.58,
WAM,WAM Capital Limited,Oct-20,2021,2.26,1.73,1.82,30.64,24.18,
WAM,WAM Capital Limited,Nov-20,2021,2.22,1.77,1.83,25.42,21.31,
WAM,WAM Capital Limited,Dec-20,2021,2.23,1.8,1.85,23.89,20.54,
WAM,WAM Capital Limited,Jan-21,2021,2.24,1.81,1.86,23.76,20.43,
WAM,WAM Capital Limited,Feb-21,2021,2.12,1.86,1.9,13.98,11.58,
WAM,WAM Capital Limited,Mar-21,2021,2.21,1.89,1.94,16.93,13.92,
WAM,WAM Capital Limited,Apr-21,2021,2.33,1.96,1.99,18.88,17.09,
WAM,WAM Capital Limited,May-21,2021,2.22,1.87,1.91,18.72,16.23,
WAM,WAM Capital Limited,Jun-21,2021,2.19,1.89,1.93,15.87,13.47,
WAM,WAM Capital Limited,Jul-21,2022,2.21,1.89,1.94,16.93,13.92,
WAM,WAM Capital Limited,Aug-21,2022,2.31,1.97,2,17.26,15.5,
WAM,WAM Capital Limited,Sep-21,2022,2.37,1.98,2,19.7,18.5,
WAM,WAM Capital Limited,Oct-21,2022,2.29,1.96,1.92,16.84,19.27,
WAM,WAM Capital Limited,Nov-21,2022,2.22,1.86,1.9,19.35,16.84,
WAM,WAM Capital Limited,Dec-21,2022,2.23,1.88,1.92,18.62,16.15,
WAM,WAM Capital Limited,Jan-22,2022,2.16,1.74,1.82,24.14,18.68,
WAM,WAM Capital Limited,Feb-22,2022,2.17,1.71,1.8,26.9,20.56,
WAM,WAM Capital Limited,Mar-22,2022,2.28,1.73,1.81,31.79,25.97,
WAM,WAM Capital Limited,Apr-22,2022,2.11,1.76,1.84,19.89,14.67,
WAM,WAM Capital Limited,May-22,2022,2.09,1.66,1.77,25.9,18.08,
WAM,WAM Capital Limited,Jun-22,2022,1.72,1.47,1.57,17.01,9.55,
WAM,WAM Capital Limited,Jul-22,2023,1.85,1.51,1.64,22.19,12.5,
WAM,WAM Capital Limited,Aug-22,2023,1.83,1.52,1.66,20.39,10.24,
WAM,WAM Capital Limited,Sep-22,2023,1.79,1.41,1.59,26.95,12.58,
WAM,WAM Capital Limited,Oct-22,2023,1.69,1.49,1.57,13.09,7.32,
WAM,WAM Capital Limited,Nov-22,2023,1.69,1.45,1.6,16.21,5.31,
WAM,WAM Capital Limited,Dec-22,2023,1.62,1.39,1.56,16.55,3.85,
WAM,WAM Capital Limited,Jan-23,2023,1.55,1.48,1.63,4.73,-4.91,
WAM,WAM Capital Limited,Feb-23,2023,1.67,1.45,1.6,15.17,4.37,
WAM,WAM Capital Limited,Mar-23,2023,1.63,1.46,1.62,11.3,0.31,
WAM,WAM Capital Limited,Apr-23,2023,1.73,1.51,1.65,14.57,4.85,
WAM,WAM Capital Limited,May-23,2023,1.55,1.4,1.55,10.36,-0.32,
WAM,WAM Capital Limited,Jun-23,2023,1.5,1.42,1.57,5.28,-4.78,
WAM,WAM Capital Limited,Jul-23,2024,1.58,1.45,1.61,8.62,-2.17,
WAM,WAM Capital Limited,Aug-23,2024,1.67,1.47,1.62,13.4,3.02,
WLE,WAM Leaders Limited,May-16,2016,1.08,1.08,1.09,-0.46,-1.38,
WLE,WAM Leaders Limited,Jun-16,2016,1.1,1.07,1.08,2.8,1.85,
WLE,WAM Leaders Limited,Jul-16,2017,1.17,1.1,1.1,5.91,5.91,
WLE,WAM Leaders Limited,Aug-16,2017,1.17,1.11,1.1,4.95,5.91,
WLE,WAM Leaders Limited,Sep-16,2017,1.15,1.11,1.11,3.15,3.15,
WLE,WAM Leaders Limited,Oct-16,2017,1.13,1.08,1.09,4.63,3.67,
WLE,WAM Leaders Limited,Nov-16,2017,1.13,1.1,1.1,2.27,2.27,
WLE,WAM Leaders Limited,Dec-16,2017,1.15,1.14,1.13,0.88,1.77,
WLE,WAM Leaders Limited,Jan-17,2017,1.15,1.14,1.13,0.88,1.77,
WLE,WAM Leaders Limited,Feb-17,2017,1.14,1.14,1.13,0,0.88,
WLE,WAM Leaders Limited,Mar-17,2017,1.14,1.17,1.15,-2.56,-0.87,
WLE,WAM Leaders Limited,Apr-17,2017,1.13,1.17,1.15,-3.85,-2.17,
WLE,WAM Leaders Limited,May-17,2017,1.1,1.16,1.14,-5.17,-3.51,
WLE,WAM Leaders Limited,Jun-17,2017,1.12,1.17,1.15,-4.7,-3.04,
WLE,WAM Leaders Limited,Jul-17,2018,1.12,1.15,1.15,-3.04,-3.04,
WLE,WAM Leaders Limited,Aug-17,2018,1.11,1.16,1.15,-4.31,-3.48,
WLE,WAM Leaders Limited,Sep-17,2018,1.1,1.17,1.17,-5.98,-5.98,
WLE,WAM Leaders Limited,Oct-17,2018,1.14,1.21,1.2,-6.2,-5.42,
WLE,WAM Leaders Limited,Nov-17,2018,1.14,1.17,1.15,-2.99,-1.3,
WLE,WAM Leaders Limited,Dec-17,2018,1.16,1.2,1.17,-3.33,-0.85,
WLE,WAM Leaders Limited,Jan-18,2018,1.16,1.19,1.17,-2.94,-1.28,
WLE,WAM Leaders Limited,Feb-18,2018,1.17,1.2,1.18,-2.5,-0.85,
WLE,WAM Leaders Limited,Mar-18,2018,1.15,1.16,1.15,-0.86,0,
WLE,WAM Leaders Limited,Apr-18,2018,1.12,1.18,1.16,-5.08,-3.45,
WLE,WAM Leaders Limited,May-18,2018,1.14,1.19,1.17,-4.2,-2.56,
WLE,WAM Leaders Limited,Jun-18,2018,1.15,1.22,1.19,-5.74,-3.36,
WLE,WAM Leaders Limited,Jul-18,2019,1.21,1.23,1.2,-2.03,0.42,
WLE,WAM Leaders Limited,Aug-18,2019,1.25,1.21,1.19,2.89,4.62,
WLE,WAM Leaders Limited,Sep-18,2019,1.21,1.22,1.2,-1.23,0.42,
WLE,WAM Leaders Limited,Oct-18,2019,1.11,1.13,1.13,-1.77,-1.77,
WLE,WAM Leaders Limited,Nov-18,2019,1.08,1.09,1.1,-0.92,-1.82,
WLE,WAM Leaders Limited,Dec-18,2019,1.06,1.09,1.1,-2.75,-3.64,
WLE,WAM Leaders Limited,Jan-19,2019,1.09,1.15,1.14,-5.22,-4.39,
WLE,WAM Leaders Limited,Feb-19,2019,1.13,1.21,1.18,-6.61,-4.24,
WLE,WAM Leaders Limited,Mar-19,2019,1.12,1.21,1.19,-7.44,-5.88,
WLE,WAM Leaders Limited,Apr-19,2019,1.1,1.2,1.18,-8.75,-7.2,
WLE,WAM Leaders Limited,May-19,2019,1.1,1.22,1.19,-9.84,-7.56,
WLE,WAM Leaders Limited,Jun-19,2019,1.11,1.26,1.22,-12.3,-9.43,
WLE,WAM Leaders Limited,Jul-19,2020,1.18,1.27,1.24,-7.09,-4.84,
WLE,WAM Leaders Limited,Aug-19,2020,1.15,1.25,1.23,-8,-6.5,
WLE,WAM Leaders Limited,Sep-19,2020,1.19,1.28,1.25,-7.03,-4.8,
WLE,WAM Leaders Limited,Oct-19,2020,1.18,1.25,1.23,-5.6,-4.07,
WLE,WAM Leaders Limited,Nov-19,2020,1.24,1.3,1.26,-5,-1.98,
WLE,WAM Leaders Limited,Dec-19,2020,1.23,1.28,1.25,-4.3,-2,
WLE,WAM Leaders Limited,Jan-20,2020,1.29,1.33,1.28,-3.38,0.39,
WLE,WAM Leaders Limited,Feb-20,2020,1.11,1.23,1.21,-9.76,-8.26,
WLE,WAM Leaders Limited,Mar-20,2020,1,1.03,1.07,-2.91,-6.54,
WLE,WAM Leaders Limited,Apr-20,2020,1.05,1.09,1.11,-4.13,-5.86,
WLE,WAM Leaders Limited,May-20,2020,1.08,1.15,1.15,-6.09,-6.09,
WLE,WAM Leaders Limited,Jun-20,2020,1.06,1.18,1.17,-10.59,-9.83,
WLE,WAM Leaders Limited,Jul-20,2021,1.15,1.17,1.17,-2.14,-2.14,
WLE,WAM Leaders Limited,Aug-20,2021,1.16,1.2,1.19,-3.33,-2.52,
WLE,WAM Leaders Limited,Sep-20,2021,1.23,1.16,1.17,6.03,5.13,
WLE,WAM Leaders Limited,Oct-20,2021,1.17,1.15,1.15,1.74,1.74,
WLE,WAM Leaders Limited,Nov-20,2021,1.31,1.29,1.25,1.55,4.8,
WLE,WAM Leaders Limited,Dec-20,2021,1.36,1.3,1.26,4.62,7.94,
WLE,WAM Leaders Limited,Jan-21,2021,1.36,1.31,1.27,3.82,7.09,
WLE,WAM Leaders Limited,Feb-21,2021,1.43,1.38,1.31,3.62,9.16,
WLE,WAM Leaders Limited,Mar-21,2021,1.55,1.4,1.33,10.71,16.54,
WLE,WAM Leaders Limited,Apr-21,2021,1.46,1.4,1.33,4.29,9.77,
WLE,WAM Leaders Limited,May-21,2021,1.49,1.43,1.36,4.2,9.56,
WLE,WAM Leaders Limited,Jun-21,2021,1.59,1.44,1.37,10.42,16.06,
WLE,WAM Leaders Limited,Jul-21,2022,1.5,1.41,1.38,6.03,8.33,
WLE,WAM Leaders Limited,Aug-21,2022,1.47,1.46,1.42,0.68,3.52,
WLE,WAM Leaders Limited,Sep-21,2022,1.52,1.46,1.43,3.77,5.94,
WLE,WAM Leaders Limited,Oct-21,2022,1.5,1.43,1.4,4.55,6.79,
WLE,WAM Leaders Limited,Nov-21,2022,1.45,1.43,1.39,1.05,3.96,
WLE,WAM Leaders Limited,Dec-21,2022,1.47,1.47,1.42,-0.34,3.17,
WLE,WAM Leaders Limited,Jan-22,2022,1.44,1.42,1.39,1.06,3.24,
WLE,WAM Leaders Limited,Feb-22,2022,1.52,1.47,1.43,3.4,6.29,
WLE,WAM Leaders Limited,Mar-22,2022,1.61,1.56,1.5,2.88,7,
WLE,WAM Leaders Limited,Apr-22,2022,1.56,1.57,1.46,-0.64,6.85,
WLE,WAM Leaders Limited,May-22,2022,1.54,1.5,1.45,2.67,6.21,
WLE,WAM Leaders Limited,Jun-22,2022,1.46,1.39,1.37,5.04,6.57,
WLE,WAM Leaders Limited,Jul-22,2023,1.54,1.43,1.42,7.69,8.45,
WLE,WAM Leaders Limited,Aug-22,2023,1.52,1.46,1.44,4.11,5.56,
WLE,WAM Leaders Limited,Sep-22,2023,1.46,1.37,1.38,6.57,5.8,
WLE,WAM Leaders Limited,Oct-22,2023,1.52,1.44,1.43,5.56,6.29,
WLE,WAM Leaders Limited,Nov-22,2023,1.49,1.47,1.45,1.36,2.76,
WLE,WAM Leaders Limited,Dec-22,2023,1.47,1.43,1.41,2.45,3.9,
WLE,WAM Leaders Limited,Jan-23,2023,1.58,1.51,1.47,4.3,7.14,
WLE,WAM Leaders Limited,Feb-23,2023,1.56,1.48,1.45,5.07,7.24,
WLE,WAM Leaders Limited,Mar-23,2023,1.59,1.47,1.45,8.16,9.66,
WLE,WAM Leaders Limited,Apr-23,2023,1.51,1.48,1.46,2.03,3.42,
WLE,WAM Leaders Limited,May-23,2023,1.45,1.4,1.4,3.57,3.57,
WLE,WAM Leaders Limited,Jun-23,2023,1.46,1.43,1.41,1.75,3.19,
WLE,WAM Leaders Limited,Jul-23,2024,1.48,1.44,1.43,2.78,3.5,
WLE,WAM Leaders Limited,Aug-23,2024,1.47,1.41,1.41,4.4,4.03,
LSF,L1 Long Short Fund Limited,Apr-18,2018,2.01,1.97,1.98,2.03,1.52,
LSF,L1 Long Short Fund Limited,May-18,2018,2.03,1.89,1.93,7.41,5.18,
LSF,L1 Long Short Fund Limited,Jun-18,2018,1.88,1.8,1.86,4.44,1.08,
LSF,L1 Long Short Fund Limited,Jul-18,2019,1.93,1.78,1.85,8.43,4.32,
LSF,L1 Long Short Fund Limited,Aug-18,2019,1.81,1.7,1.79,6.47,1.12,
LSF,L1 Long Short Fund Limited,Sep-18,2019,1.65,1.67,1.76,-1.2,-6.25,
LSF,L1 Long Short Fund Limited,Oct-18,2019,1.52,1.6,1.72,-5,-11.63,
LSF,L1 Long Short Fund Limited,Nov-18,2019,1.4,1.56,1.69,-10.58,-17.46,
LSF,L1 Long Short Fund Limited,Dec-18,2019,1.35,1.47,1.63,-8.16,-17.18,
LSF,L1 Long Short Fund Limited,Jan-19,2019,1.48,1.53,1.67,-3.59,-11.68,
LSF,L1 Long Short Fund Limited,Feb-19,2019,1.47,1.61,1.72,-9.01,-14.83,
LSF,L1 Long Short Fund Limited,Mar-19,2019,1.47,1.61,1.73,-8.7,-15.03,
LSF,L1 Long Short Fund Limited,Apr-19,2019,1.55,1.66,1.76,-6.63,-11.93,
LSF,L1 Long Short Fund Limited,May-19,2019,1.43,1.62,1.73,-11.73,-17.34,
LSF,L1 Long Short Fund Limited,Jun-19,2019,1.41,1.68,1.78,-16.37,-21.07,
LSF,L1 Long Short Fund Limited,Jul-19,2020,1.48,1.69,1.79,-12.72,-17.6,
LSF,L1 Long Short Fund Limited,Aug-19,2020,1.42,1.7,1.79,-16.47,-20.67,
LSF,L1 Long Short Fund Limited,Sep-19,2020,1.56,1.74,1.83,-10.63,-15.03,
LSF,L1 Long Short Fund Limited,Oct-19,2020,1.6,1.8,1.87,-11.11,-14.44,
LSF,L1 Long Short Fund Limited,Nov-19,2020,1.59,1.8,1.87,-11.67,-14.97,
LSF,L1 Long Short Fund Limited,Dec-19,2020,1.65,1.84,1.9,-10.6,-13.42,
LSF,L1 Long Short Fund Limited,Jan-20,2020,1.49,1.7,1.8,-12.35,-17.22,
LSF,L1 Long Short Fund Limited,Feb-20,2020,1.28,1.58,1.71,-18.99,-25.15,
LSF,L1 Long Short Fund Limited,Mar-20,2020,0.87,1.22,1.46,-29.1,-40.75,
LSF,L1 Long Short Fund Limited,Apr-20,2020,1.06,1.5,1.66,-29.33,-36.14,
LSF,L1 Long Short Fund Limited,May-20,2020,1.29,1.67,1.78,-22.75,-27.53,
LSF,L1 Long Short Fund Limited,Jun-20,2020,1.22,1.63,1.76,-25.15,-30.68,
LSF,L1 Long Short Fund Limited,Jul-20,2021,1.29,1.6,1.74,-19.38,-25.86,
LSF,L1 Long Short Fund Limited,Aug-20,2021,1.37,1.76,1.86,-22.44,-26.61,
LSF,L1 Long Short Fund Limited,Sep-20,2021,1.44,1.78,1.87,-19.38,-23.26,
LSF,L1 Long Short Fund Limited,Oct-20,2021,1.49,1.73,1.84,-13.87,-19.02,
LSF,L1 Long Short Fund Limited,Nov-20,2021,1.96,2.29,2.23,-14.63,-12.33,
LSF,L1 Long Short Fund Limited,Dec-20,2021,1.95,2.38,2.3,-18.07,-15.22,
LSF,L1 Long Short Fund Limited,Jan-21,2021,1.98,2.38,2.29,-17.02,-13.76,
LSF,L1 Long Short Fund Limited,Feb-21,2021,2.14,2.6,2.45,-17.69,-12.65,
LSF,L1 Long Short Fund Limited,Mar-21,2021,2.19,2.58,2.43,-15.12,-9.88,
LSF,L1 Long Short Fund Limited,Apr-21,2021,2.23,2.7,2.52,-17.41,-11.51,
LSF,L1 Long Short Fund Limited,May-21,2021,2.38,2.8,2.6,-15,-8.46,
LSF,L1 Long Short Fund Limited,Jun-21,2021,2.54,2.8,2.59,-9.29,-1.93,
LSF,L1 Long Short Fund Limited,Jul-21,2022,2.58,2.85,2.63,-9.47,-1.9,
LSF,L1 Long Short Fund Limited,Aug-21,2022,2.57,3,2.73,-14.33,-5.86,
LSF,L1 Long Short Fund Limited,Sep-21,2022,2.72,3.08,2.81,-11.69,-3.2,
LSF,L1 Long Short Fund Limited,Oct-21,2022,2.81,3.12,2.86,-9.94,-1.75,
LSF,L1 Long Short Fund Limited,Nov-21,2022,2.77,2.95,2.7,-6.1,2.59,
LSF,L1 Long Short Fund Limited,Dec-21,2022,2.74,2.97,2.78,-7.74,-1.44,
LSF,L1 Long Short Fund Limited,Jan-22,2022,2.81,3.15,2.83,-10.79,-0.71,
LSF,L1 Long Short Fund Limited,Feb-22,2022,2.8,3.24,2.99,-13.58,-6.35,
LSF,L1 Long Short Fund Limited,Mar-22,2022,2.95,3.17,2.98,-6.94,-1.01,
LSF,L1 Long Short Fund Limited,Apr-22,2022,2.96,3.27,3.06,-9.48,-3.27,
LSF,L1 Long Short Fund Limited,May-22,2022,2.88,3.23,3.07,-10.84,-6.19,
LSF,L1 Long Short Fund Limited,Jun-22,2022,2.56,2.71,2.75,-5.54,-6.91,
LSF,L1 Long Short Fund Limited,Jul-22,2023,2.52,2.61,2.69,-3.45,-6.32,
LSF,L1 Long Short Fund Limited,Aug-22,2023,2.53,2.76,2.79,-8.33,-9.32,
LSF,L1 Long Short Fund Limited,Sep-22,2023,2.35,2.5,2.6,-6,-9.62,
LSF,L1 Long Short Fund Limited,Oct-22,2023,2.46,2.63,2.69,-6.46,-8.55,
LSF,L1 Long Short Fund Limited,Nov-22,2023,2.6,2.84,2.84,-8.45,-8.45,
LSF,L1 Long Short Fund Limited,Dec-22,2023,2.77,2.97,2.92,-6.73,-5.14,
LSF,L1 Long Short Fund Limited,Jan-23,2023,2.88,3.07,3,-6.19,-4,
LSF,L1 Long Short Fund Limited,Feb-23,2023,2.81,3.01,2.96,-6.64,-5.07,
LSF,L1 Long Short Fund Limited,Mar-23,2023,2.87,2.98,2.92,-3.69,-1.71,
LSF,L1 Long Short Fund Limited,Apr-23,2023,2.84,3.03,2.95,-6.27,-3.73,
LSF,L1 Long Short Fund Limited,May-23,2023,2.79,2.93,2.89,-4.78,-3.46,
LSF,L1 Long Short Fund Limited,Jun-23,2023,2.81,2.98,2.92,-5.7,-3.77,
LSF,L1 Long Short Fund Limited,Jul-23,2024,2.91,3.14,3.03,-7.32,-3.96,
LSF,L1 Long Short Fund Limited,Aug-23,2024,2.86,2.98,2.93,-4.03,-2.39,
MFF,MFF Capital Investments Limited,Jan-14,2014,1.61,1.52,1.37,5.78,17.52,
MFF,MFF Capital Investments Limited,Feb-14,2014,1.55,1.52,1.37,1.97,13.14,
MFF,MFF Capital Investments Limited,Mar-14,2014,1.54,1.47,1.33,4.42,15.41,
MFF,MFF Capital Investments Limited,Apr-14,2014,1.47,1.42,1.28,3.52,14.84,
MFF,MFF Capital Investments Limited,May-14,2014,1.48,1.44,1.31,2.78,12.98,
MFF,MFF Capital Investments Limited,Jun-14,2014,1.42,1.43,1.31,-0.7,8.4,
MFF,MFF Capital Investments Limited,Jul-14,2015,1.52,1.45,1.34,4.48,13.06,
MFF,MFF Capital Investments Limited,Aug-14,2015,1.48,1.5,1.36,-1.67,8.46,
MFF,MFF Capital Investments Limited,Sep-14,2015,1.51,1.62,1.43,-6.79,5.59,
MFF,MFF Capital Investments Limited,Oct-14,2015,1.54,1.68,1.48,-8.33,4.05,
MFF,MFF Capital Investments Limited,Nov-14,2015,1.66,1.81,1.57,-8.56,5.41,
MFF,MFF Capital Investments Limited,Dec-14,2015,1.88,1.94,1.67,-3.09,12.57,
MFF,MFF Capital Investments Limited,Jan-15,2015,1.91,1.93,1.66,-1.04,15.06,
MFF,MFF Capital Investments Limited,Feb-15,2015,1.99,2.07,1.76,-4.11,12.78,
MFF,MFF Capital Investments Limited,Mar-15,2015,1.87,2.07,1.75,-9.66,6.86,
MFF,MFF Capital Investments Limited,Apr-15,2015,1.75,1.96,1.68,-10.71,4.17,
MFF,MFF Capital Investments Limited,May-15,2015,1.79,2.01,1.75,-10.95,2.29,
MFF,MFF Capital Investments Limited,Jun-15,2015,1.77,2,1.74,-11.5,1.72,
MFF,MFF Capital Investments Limited,Jul-15,2016,1.95,2.17,1.86,-10.37,4.57,
MFF,MFF Capital Investments Limited,Aug-15,2016,1.86,2.12,1.81,-12.26,2.76,
MFF,MFF Capital Investments Limited,Sep-15,2016,1.87,2.06,1.78,-9.22,5.06,
MFF,MFF Capital Investments Limited,Oct-15,2016,1.9,2.15,1.84,-11.86,2.99,
MFF,MFF Capital Investments Limited,Nov-15,2016,2.11,2.15,1.84,-1.86,14.67,
MFF,MFF Capital Investments Limited,Dec-15,2016,2.1,2.1,1.82,0,15.38,
MFF,MFF Capital Investments Limited,Jan-16,2016,1.88,2.01,1.75,-6.47,7.43,
MFF,MFF Capital Investments Limited,Feb-16,2016,1.85,1.93,1.7,-4.15,8.82,
MFF,MFF Capital Investments Limited,Mar-16,2016,1.9,1.92,1.69,-1.04,12.43,
MFF,MFF Capital Investments Limited,Apr-16,2016,1.89,1.98,1.74,-4.55,8.62,
MFF,MFF Capital Investments Limited,May-16,2016,1.94,2.12,1.82,-8.73,6.32,
MFF,MFF Capital Investments Limited,Jun-16,2016,1.87,1.91,1.67,-2.09,11.98,
MFF,MFF Capital Investments Limited,Jul-16,2017,1.83,1.98,1.73,-7.83,5.49,
MFF,MFF Capital Investments Limited,Aug-16,2017,1.79,2.05,1.79,-12.68,0,
MFF,MFF Capital Investments Limited,Sep-16,2017,1.73,1.96,1.72,-11.73,0.58,
MFF,MFF Capital Investments Limited,Oct-16,2017,1.71,1.95,1.71,-12.56,-0.29,
MFF,MFF Capital Investments Limited,Nov-16,2017,1.81,2.12,1.82,-14.86,-0.82,
MFF,MFF Capital Investments Limited,Dec-16,2017,1.92,2.22,1.89,-13.51,1.59,
MFF,MFF Capital Investments Limited,Jan-17,2017,1.83,2.18,1.87,-16.06,-2.14,
MFF,MFF Capital Investments Limited,Feb-17,2017,1.89,2.27,1.94,-16.96,-2.84,
MFF,MFF Capital Investments Limited,Mar-17,2017,1.84,2.28,1.97,-19.52,-6.85,
MFF,MFF Capital Investments Limited,Apr-17,2017,1.87,2.36,1.99,-20.97,-6.28,
MFF,MFF Capital Investments Limited,May-17,2017,1.94,2.35,2,-17.66,-3.25,
MFF,MFF Capital Investments Limited,Jun-17,2017,1.95,2.32,1.98,-16.16,-1.77,
MFF,MFF Capital Investments Limited,Jul-17,2018,1.96,2.26,1.93,-13.27,1.55,
MFF,MFF Capital Investments Limited,Aug-17,2018,1.94,2.27,1.93,-14.54,0.52,
MFF,MFF Capital Investments Limited,Sep-17,2018,1.91,2.38,2,-19.75,-4.5,
MFF,MFF Capital Investments Limited,Oct-17,2018,2.07,2.37,1.98,-12.66,4.55,
MFF,MFF Capital Investments Limited,Nov-17,2018,2.22,2.49,2.09,-10.84,6.22,
MFF,MFF Capital Investments Limited,Dec-17,2018,2.21,2.48,2.11,-10.89,4.74,
MFF,MFF Capital Investments Limited,Jan-18,2018,2.27,2.59,2.18,-12.39,4.13,
MFF,MFF Capital Investments Limited,Feb-18,2018,2.37,2.6,2.16,-8.85,9.93,
MFF,MFF Capital Investments Limited,Mar-18,2018,2.25,2.55,2.13,-11.73,5.73,
MFF,MFF Capital Investments Limited,Apr-18,2018,2.4,2.61,2.17,-8.01,10.4,
MFF,MFF Capital Investments Limited,May-18,2018,2.49,2.68,2.24,-6.95,11.36,
MFF,MFF Capital Investments Limited,Jun-18,2018,2.67,2.76,2.3,-3.3,16.19,
MFF,MFF Capital Investments Limited,Jul-18,2019,2.65,2.85,2.36,-7.02,12.53,
MFF,MFF Capital Investments Limited,Aug-18,2019,2.86,3.05,2.55,-6.11,12.2,
MFF,MFF Capital Investments Limited,Sep-18,2019,2.86,3.06,2.56,-6.6,11.54,
MFF,MFF Capital Investments Limited,Oct-18,2019,2.67,2.84,2.34,-5.89,13.96,
MFF,MFF Capital Investments Limited,Nov-18,2019,2.69,2.82,2.33,-4.75,15.25,
MFF,MFF Capital Investments Limited,Dec-18,2019,2.54,2.65,2.18,-4.11,16.57,
MFF,MFF Capital Investments Limited,Jan-19,2019,2.64,2.81,2.38,-6.18,11.02,
MFF,MFF Capital Investments Limited,Feb-19,2019,2.85,2.98,2.49,-4.27,14.32,
MFF,MFF Capital Investments Limited,Mar-19,2019,2.82,3.02,2.52,-6.47,12.08,
MFF,MFF Capital Investments Limited,Apr-19,2019,2.99,3.22,2.66,-7.23,12.24,
MFF,MFF Capital Investments Limited,May-19,2019,2.93,3.05,2.53,-3.87,15.67,
MFF,MFF Capital Investments Limited,Jun-19,2019,2.9,3.23,2.66,-10.08,8.9,
MFF,MFF Capital Investments Limited,Jul-19,2020,3.11,3.38,2.79,-8.1,11.55,
MFF,MFF Capital Investments Limited,Aug-19,2020,3.09,3.43,2.82,-9.89,9.73,
MFF,MFF Capital Investments Limited,Sep-19,2020,3.17,3.46,2.83,-8.25,11.86,
MFF,MFF Capital Investments Limited,Oct-19,2020,3.38,3.51,2.86,-3.57,18.06,
MFF,MFF Capital Investments Limited,Nov-19,2020,3.52,3.69,2.99,-4.53,17.61,
MFF,MFF Capital Investments Limited,Dec-19,2020,3.6,3.61,2.99,-0.28,20.48,
MFF,MFF Capital Investments Limited,Jan-20,2020,3.83,3.8,3.16,0.74,21.28,
MFF,MFF Capital Investments Limited,Feb-20,2020,3.01,3.4,2.76,-11.34,9.18,
MFF,MFF Capital Investments Limited,Mar-20,2020,2.64,2.97,2.48,-11.14,6.41,
MFF,MFF Capital Investments Limited,Apr-20,2020,2.96,2.92,2.49,1.37,18.88,
MFF,MFF Capital Investments Limited,May-20,2020,2.84,2.94,2.56,-3.4,11.07,
MFF,MFF Capital Investments Limited,Jun-20,2020,2.71,2.81,2.48,-3.52,9.36,
MFF,MFF Capital Investments Limited,Jul-20,2021,2.64,2.74,2.43,-3.65,8.6,
MFF,MFF Capital Investments Limited,Aug-20,2021,2.65,2.83,2.5,-6.39,6.21,
MFF,MFF Capital Investments Limited,Sep-20,2021,2.57,2.82,2.48,-8.93,3.5,
MFF,MFF Capital Investments Limited,Oct-20,2021,2.54,2.69,2.39,-5.61,6.32,
MFF,MFF Capital Investments Limited,Nov-20,2021,2.72,2.86,2.56,-4.99,6.08,
MFF,MFF Capital Investments Limited,Dec-20,2021,2.7,2.83,2.49,-4.56,8.43,
MFF,MFF Capital Investments Limited,Jan-21,2021,2.53,2.75,2.45,-8.07,3.43,
MFF,MFF Capital Investments Limited,Feb-21,2021,2.55,2.84,2.5,-10.18,2.08,
MFF,MFF Capital Investments Limited,Mar-21,2021,2.68,3.03,2.63,-11.61,1.75,
MFF,MFF Capital Investments Limited,Apr-21,2021,2.76,3.17,2.71,-12.85,1.69,
MFF,MFF Capital Investments Limited,May-21,2021,2.75,3.13,2.71,-12.25,1.55,
MFF,MFF Capital Investments Limited,Jun-21,2021,2.88,3.28,2.8,-12.2,2.71,
MFF,MFF Capital Investments Limited,Jul-21,2022,2.97,3.42,2.91,-13.21,2.24,
MFF,MFF Capital Investments Limited,Aug-21,2022,2.99,3.45,2.92,-13.26,2.29,
MFF,MFF Capital Investments Limited,Sep-21,2022,2.96,3.37,2.87,-12.11,3.24,
MFF,MFF Capital Investments Limited,Oct-21,2022,2.86,3.3,2.82,-13.33,1.49,
MFF,MFF Capital Investments Limited,Nov-21,2022,2.9,3.35,2.88,-13.51,0.83,
MFF,MFF Capital Investments Limited,Dec-21,2022,2.88,3.46,2.95,-16.86,-2.31,
MFF,MFF Capital Investments Limited,Jan-22,2022,2.8,3.54,3,-20.79,-6.64,
