lic_ticker,lic_name,year,ordering_method,holding_type,holding_name,weight,sector,industry,size,headquartered,lic_id
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,BHP Group Ltd.,9.1,Materials,General Mining,Mega-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,Commonwealth Bank of Australia,8.9,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,CSL Ltd.,7.7,Healthcare,Pharmaceuticals,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,Macquarie Group Ltd.,4.5,Financials,Investment Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,Transurban Group,4.4,Industrials,Transportation Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,Wesfarmers Ltd.,4.2,Consumer Discretionary,Diversified Retailers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,National Australia Bank Ltd.,3.9,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,Westpac Banking Corp.,3.7,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,Woolworths Group Ltd.,3.3,Consumer Staples,Food Retailers and Wholesalers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,James Hardie Industries plc,2.5,Materials,Building Materials: Other,Large-Cap,Ireland,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,Rio Tinto Ltd.,2.4,Materials,General Mining,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,Telstra Group Ltd.,2.3,Communication Services,Telecommunications Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,Woodside Energy Group Ltd.,2.3,Energy,Oil: Crude Producers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,Goodman Group,2.2,Real Estate,Diversified REITs,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,ANZ Group Holdings Ltd.,2.2,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,Mainfreight ltd.,2.1,Industrials,Transport & Logistics,Mid-Cap,New Zealand,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,Coles Group Ltd.,2,Consumer Staples,Food Retailers and Wholesalers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,CAR Group Ltd.,1.8,Communication Services,Consumer Digital Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,Amcor plc,1.8,Materials,Containers and Packaging,Large-Cap,Switzerland,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Holding,ResMed Inc.,1.6,Healthcare,Medical Equipment,Large-Cap,USA,
AFI,Australian Foundation Investment Company Limited,2023,Weight,Cash,Cash & Cash Equivalents,1.9,-,-,-,-,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,Commonwealth Bank of Australia,10.8,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,Westpac Banking Corp.,9.8,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,BHP Group Ltd.,8.1,Materials,General Mining,Mega-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,Wesfarmers Ltd.,5,Consumer Discretionary,Diversified Retailers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,National Australia Bank Ltd.,4.9,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,Telstra Group Ltd.,4.5,Communication Services,Telecommunications Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,ANZ Group Holdings Ltd.,4.5,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,Woolworths Group Ltd.,3.5,Consumer Staples,Food Retailers and Wholesalers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,Rio Tinto Ltd.,3.4,Materials,General Mining,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,Oil Search,2.5,Energy,Oil & Gas Exploration,Large-Cap,Papua New Guinea,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,Transurban Group,2.3,Industrials,Transportation Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,Woodside Energy Group Ltd.,2.1,Energy,Oil: Crude Producers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,Amcor plc,2.1,Materials,Containers and Packaging,Large-Cap,Switzerland,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,Santos Ltd.,1.8,Energy,Oil: Crude Producers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,AMP Limited,1.7,Financials,Financial Services,Mid-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,Origin Energy Ltd.,1.7,Utilities,Multi-Utilities,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,Brambles Ltd.,1.6,Industrials,Containers and Packaging,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,Computershare Ltd.,1.6,Industrials,Diversified Financial Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,QBE Insurance Group Ltd.,1.3,Financials,Property and Casualty Insurance,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Holding,APA Group,1.3,Utilities,Pipelines,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2014,Weight,Cash,Cash & Cash Equivalents,1.1,-,-,-,-,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,Commonwealth Bank of Australia,11.3,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,Westpac Banking Corp.,9.1,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,BHP Group Ltd.,6,Materials,General Mining,Mega-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,National Australia Bank Ltd.,5.2,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,Telstra Group Ltd.,5,Communication Services,Telecommunications Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,Wesfarmers Ltd.,4.5,Consumer Discretionary,Diversified Retailers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,ANZ Group Holdings Ltd.,4.3,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,Rio Tinto Ltd.,3.1,Materials,General Mining,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,Amcor plc,2.8,Materials,Containers and Packaging,Large-Cap,Switzerland,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,Transurban Group,2.7,Industrials,Transportation Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,Woolworths Group Ltd.,2.5,Consumer Staples,Food Retailers and Wholesalers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,AMP Limited,1.9,Financials,Financial Services,Mid-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,Oil Search,1.9,Energy,Oil & Gas Exploration,Large-Cap,Papua New Guinea,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,Brambles Ltd.,1.8,Industrials,Containers and Packaging,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,Woodside Energy Group Ltd.,1.8,Energy,Oil: Crude Producers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,QBE Insurance Group Ltd.,1.8,Financials,Property and Casualty Insurance,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,CSL Ltd.,1.6,Healthcare,Pharmaceuticals,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,Computershare Ltd.,1.5,Industrials,Diversified Financial Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,AGL Energy Ltd.,1.5,Utilities,Multi-Utilities,Mid-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Holding,APA Group,1.3,Utilities,Pipelines,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2015,Weight,Cash,Cash & Cash Equivalents,2.5,-,-,-,-,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,Commonwealth Bank of Australia,9.5,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,Westpac Banking Corp.,7.3,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,Telstra Group Ltd.,4.7,Communication Services,Telecommunications Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,Wesfarmers Ltd.,4.3,Consumer Discretionary,Diversified Retailers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,BHP Group Ltd.,4.2,Materials,General Mining,Mega-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,National Australia Bank Ltd.,4.1,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,Transurban Group,3.5,Industrials,Transportation Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,ANZ Group Holdings Ltd.,3.3,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,CSL Ltd.,3,Healthcare,Pharmaceuticals,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,Amcor plc,2.9,Materials,Containers and Packaging,Large-Cap,Switzerland,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,Rio Tinto Ltd.,2.7,Materials,General Mining,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,Brambles Ltd.,2.4,Industrials,Containers and Packaging,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,Oil Search,1.8,Energy,Oil & Gas Exploration,Large-Cap,Papua New Guinea,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,Ramsay Health Care Ltd.,1.7,Healthcare,Health Care Facilities,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,AGL Energy Ltd.,1.7,Utilities,Multi-Utilities,Mid-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,Woolworths Group Ltd.,1.7,Consumer Staples,Food Retailers and Wholesalers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,AMP Limited,1.7,Financials,Financial Services,Mid-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,Woodside Energy Group Ltd.,1.4,Energy,Oil: Crude Producers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,Healthscope,1.3,Healthcare,Health Care Facilities,Mid-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Holding,QBE Insurance Group Ltd.,1.3,Financials,Property and Casualty Insurance,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2016,Weight,Cash,Cash & Cash Equivalents,2.4,-,-,-,-,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,Commonwealth Bank of Australia,9.6,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,Westpac Banking Corp.,7,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,BHP Group Ltd.,4.8,Materials,General Mining,Mega-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,National Australia Bank Ltd.,4.3,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,Wesfarmers Ltd.,4,Consumer Discretionary,Diversified Retailers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,ANZ Group Holdings Ltd.,3.6,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,CSL Ltd.,3.5,Healthcare,Pharmaceuticals,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,Rio Tinto Ltd.,3.4,Materials,General Mining,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,Telstra Group Ltd.,3.3,Communication Services,Telecommunications Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,Transurban Group,3.2,Industrials,Transportation Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,Amcor plc,2.9,Materials,Containers and Packaging,Large-Cap,Switzerland,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,Brambles Ltd.,1.9,Industrials,Containers and Packaging,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,Woolworths Group Ltd.,1.9,Consumer Staples,Food Retailers and Wholesalers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,AGL Energy Ltd.,1.7,Utilities,Multi-Utilities,Mid-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,Oil Search,1.7,Energy,Oil & Gas Exploration,Large-Cap,Papua New Guinea,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,AMP Limited,1.5,Financials,Financial Services,Mid-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,Ramsay Health Care Ltd.,1.5,Healthcare,Health Care Facilities,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,Woodside Energy Group Ltd.,1.4,Energy,Oil: Crude Producers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,QBE Insurance Group Ltd.,1.4,Financials,Property and Casualty Insurance,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Holding,Qube Holdings Ltd.,1.4,Industrials,Transportation Services,Mid-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2017,Weight,Cash,Cash & Cash Equivalents,1.5,-,-,-,-,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,Commonwealth Bank of Australia,7.9,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,BHP Group Ltd.,6.6,Materials,General Mining,Mega-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,Westpac Banking Corp.,6.3,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,CSL Ltd.,5.1,Healthcare,Pharmaceuticals,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,Wesfarmers Ltd.,4.6,Consumer Discretionary,Diversified Retailers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,Rio Tinto Ltd.,4,Materials,General Mining,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,National Australia Bank Ltd.,3.5,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,ANZ Group Holdings Ltd.,3.3,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,Transurban Group,3.3,Industrials,Transportation Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,Macquarie Group Ltd.,2.8,Financials,Investment Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,Amcor plc,2.5,Materials,Containers and Packaging,Large-Cap,Switzerland,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,Woolworths Group Ltd.,2.4,Consumer Staples,Food Retailers and Wholesalers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,Oil Search,2,Energy,Oil & Gas Exploration,Large-Cap,Papua New Guinea,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,Woodside Energy Group Ltd.,1.8,Energy,Oil: Crude Producers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,Telstra Group Ltd.,1.6,Communication Services,Telecommunications Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,Brambles Ltd.,1.5,Industrials,Containers and Packaging,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,Sydney Airport Holdings,1.5,Industrials,Airports,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,AGL Energy Ltd.,1.3,Utilities,Multi-Utilities,Mid-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,Treasury Wine Estates Ltd.,1.3,Consumer Staples,Distillers and Vintners,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Holding,James Hardie Industries plc,1.3,Materials,Building Materials: Other,Large-Cap,Ireland,
AFI,Australian Foundation Investment Company Limited,2018,Weight,Cash,Cash & Cash Equivalents,1.3,-,-,-,-,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,Commonwealth Bank of Australia,8.6,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,BHP Group Ltd.,7.3,Materials,General Mining,Mega-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,Westpac Banking Corp.,5.8,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,CSL Ltd.,5.8,Healthcare,Pharmaceuticals,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,National Australia Bank Ltd.,4.5,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,Transurban Group,4.4,Industrials,Transportation Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,ANZ Group Holdings Ltd.,3.4,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,Macquarie Group Ltd.,3.3,Financials,Investment Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,Wesfarmers Ltd.,3.2,Consumer Discretionary,Diversified Retailers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,Amcor plc,2.7,Materials,Containers and Packaging,Large-Cap,Switzerland,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,Rio Tinto Ltd.,2.7,Materials,General Mining,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,Woolworths Group Ltd.,2.5,Consumer Staples,Food Retailers and Wholesalers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,Woodside Energy Group Ltd.,2.1,Energy,Oil: Crude Producers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,Brambles Ltd.,2.1,Industrials,Containers and Packaging,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,Telstra Group Ltd.,2,Communication Services,Telecommunications Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,Sydney Airport Holdings,1.9,Industrials,Airports,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,Oil Search,1.7,Energy,Oil & Gas Exploration,Large-Cap,Papua New Guinea,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,Mainfreight ltd.,1.7,Industrials,Transport & Logistics,Mid-Cap,New Zealand,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,Ramsay Health Care Ltd.,1.5,Healthcare,Health Care Facilities,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Holding,James Hardie Industries plc,1.5,Materials,Building Materials: Other,Large-Cap,Ireland,
AFI,Australian Foundation Investment Company Limited,2019,Weight,Cash,Cash & Cash Equivalents,2.7,-,-,-,-,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,CSL Ltd.,8.5,Healthcare,Pharmaceuticals,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,Commonwealth Bank of Australia,7.7,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,BHP Group Ltd.,7,Materials,General Mining,Mega-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,Wesfarmers Ltd.,4.6,Consumer Discretionary,Diversified Retailers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,Transurban Group,4.6,Industrials,Transportation Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,Westpac Banking Corp.,4,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,Macquarie Group Ltd.,3.6,Financials,Investment Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,National Australia Bank Ltd.,3.3,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,Woolworths Group Ltd.,3,Consumer Staples,Food Retailers and Wholesalers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,Rio Tinto Ltd.,2.7,Materials,General Mining,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,Amcor plc,2.5,Materials,Containers and Packaging,Large-Cap,Switzerland,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,ANZ Group Holdings Ltd.,2.4,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,Telstra Group Ltd.,2.4,Communication Services,Telecommunications Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,James Hardie Industries plc,2,Materials,Building Materials: Other,Large-Cap,Ireland,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,Ramsay Health Care Ltd.,1.9,Healthcare,Health Care Facilities,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,Brambles Ltd.,1.9,Industrials,Containers and Packaging,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,Sonic Healthcare Ltd.,1.7,Healthcare,Medical Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,Sydney Airport Holdings,1.7,Industrials,Airports,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,Coles Group Ltd.,1.7,Consumer Staples,Food Retailers and Wholesalers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Holding,Mainfreight ltd.,1.7,Industrials,Transport & Logistics,Mid-Cap,New Zealand,
AFI,Australian Foundation Investment Company Limited,2020,Weight,Cash,Cash & Cash Equivalents,1.5,-,-,-,-,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,Commonwealth Bank of Australia,8.8,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,BHP Group Ltd.,7.3,Materials,General Mining,Mega-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,CSL Ltd.,6.9,Healthcare,Pharmaceuticals,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,Wesfarmers Ltd.,4.9,Consumer Discretionary,Diversified Retailers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,Westpac Banking Corp.,4.5,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,Macquarie Group Ltd.,3.8,Financials,Investment Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,Transurban Group,3.8,Industrials,Transportation Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,National Australia Bank Ltd.,3.3,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,Woolworths Group Ltd.,2.7,Consumer Staples,Food Retailers and Wholesalers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,ANZ Group Holdings Ltd.,2.7,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,Rio Tinto Ltd.,2.6,Materials,General Mining,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,Mainfreight ltd.,2.6,Industrials,Transport & Logistics,Mid-Cap,New Zealand,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,James Hardie Industries plc,2.3,Materials,Building Materials: Other,Large-Cap,Ireland,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,Telstra Group Ltd.,2.3,Communication Services,Telecommunications Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,Amcor plc,2,Materials,Containers and Packaging,Large-Cap,Switzerland,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,Reece Ltd.,1.9,Industrials,Building: Climate Control,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,ARB Corporation Limited,1.7,Consumer Discretionary,Auto Parts,Mid-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,Sydney Airport Holdings,1.7,Industrials,Airports,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,Sonic Healthcare Ltd.,1.6,Healthcare,Medical Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Holding,Goodman Group,1.6,Real Estate,Diversified REITs,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2021,Weight,Cash,Cash & Cash Equivalents,1.1,-,-,-,-,
AFI,Australian Foundation Investment Company Limited,2022,Weight,Holding,Commonwealth Bank of Australia,8.8,Financials,Banks,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2022,Weight,Holding,CSL Ltd.,7.9,Healthcare,Pharmaceuticals,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2022,Weight,Holding,BHP Group Ltd.,7.1,Materials,General Mining,Mega-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2022,Weight,Holding,Transurban Group,5.1,Industrials,Transportation Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2022,Weight,Holding,Macquarie Group Ltd.,4.5,Financials,Investment Services,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2022,Weight,Holding,Wesfarmers Ltd.,3.8,Consumer Discretionary,Diversified Retailers,Large-Cap,Australia,
AFI,Australian Foundation Investment Company Limited,2022,Weight,Holding,National Australia Bank Ltd.,3.8,Financials,Banks,Large-Cap,Australia,
